dataset_name,kpi,is_kpi,dtype,domain,description
devops_analytics,deployment_frequency,1,float,devops,KPI measuring deployment frequency in devops domain.
realestate_construction_efficiency_dashboard,cost_per_square_foot,1,float,realestate_construction,KPI measuring cost per square foot in realestate construction domain.
public_government_product_analytics,service_coverage_percent,1,int,public_government,KPI measuring service coverage percent in public government domain.
supplychain_logistics_cost_reporting,warehouse_utilization,1,float,supplychain_logistics,KPI measuring warehouse utilization in supplychain logistics domain.
ai_datascience_shipment_tracking,channel,0,string,ai_datascience,Supporting attribute representing channel.
hr_adv_fraud_monitoring_47,internal_promotion_rate,1,int,hr_adv,KPI measuring internal promotion rate in hr adv domain.
agriculture_agritech_clinical_outcomes,id,0,int,agriculture_agritech,Supporting attribute representing id.
transport_automotive_clinical_outcomes,country,0,date,transport_automotive,Supporting attribute representing country.
education_edtech_shipment_tracking,course_completion_rate,1,int,education_edtech,KPI measuring course completion rate in education edtech domain.
manufacturing_adv_policy_admin,country,0,int,manufacturing_adv,Supporting attribute representing country.
marketing_benchmarking_6,campaign_saturation_index,1,float,marketing,KPI measuring campaign saturation index in marketing domain.
education_edtech_orders_2,date,0,int,education_edtech,Supporting attribute representing date.
media_entertainment_student_performance,watch_time_per_user,1,int,media_entertainment,KPI measuring watch time per user in media entertainment domain.
hr_adv_claims_14,employee_productivity_index,1,int,hr_adv,KPI measuring employee productivity index in hr adv domain.
education_edtech_efficiency_dashboard_25,student_retention_rate,1,float,education_edtech,KPI measuring student retention rate in education edtech domain.
logistics_reporting_44,country,0,date,logistics,Supporting attribute representing country.
education_edtech_cost_reporting,category,0,date,education_edtech,Supporting attribute representing category.
education_edtech_orders,timestamp,0,int,education_edtech,Supporting attribute representing timestamp.
ai_datascience_shipment_tracking,prediction_latency,1,int,ai_datascience,KPI measuring prediction latency in ai datascience domain.
devops_dataset,date,0,date,devops,Supporting attribute representing date.
manufacturing_historical,segment,0,string,manufacturing,Supporting attribute representing segment.
devops_trends,mean_time_between_failures,1,float,devops,KPI measuring mean time between failures in devops domain.
realestate_construction_shipment_tracking,occupancy_ratio,1,float,realestate_construction,KPI measuring occupancy ratio in realestate construction domain.
realestate_construction_reliability_metrics,safety_compliance_rate,1,float,realestate_construction,KPI measuring safety compliance rate in realestate construction domain.
product_benchmarking_32,daily_active_users,1,float,product,KPI measuring daily active users in product domain.
cybersecurity_customer_segments,region,0,string,cybersecurity,Supporting attribute representing region.
sales_marketing_course_outcomes,location,0,string,sales_marketing,Supporting attribute representing location.
healthcare_pharma_customer_segments,bed_occupancy_rate,1,int,healthcare_pharma,KPI measuring bed occupancy rate in healthcare pharma domain.
finance_fintech_policy_admin,segment,0,string,finance_fintech,Supporting attribute representing segment.
ecommerce_retail_campaign_performance,date,0,date,ecommerce_retail,Supporting attribute representing date.
product_monitoring_25,country,0,string,product,Supporting attribute representing country.
devops_historical,segment,0,int,devops,Supporting attribute representing segment.
ecommerce_retail_risk_analytics,customer_retention_rate,1,float,ecommerce_retail,KPI measuring customer retention rate in ecommerce retail domain.
public_government_engagement_analytics,budget_utilization_efficiency,1,int,public_government,KPI measuring budget utilization efficiency in public government domain.
sales_marketing_claims,category,0,date,sales_marketing,Supporting attribute representing category.
finance_historical_3,timestamp,0,string,finance,Supporting attribute representing timestamp.
supplychain_logistics_course_outcomes,region,0,string,supplychain_logistics,Supporting attribute representing region.
energy_sustainability_shipment_tracking,emission_intensity,1,int,energy_sustainability,KPI measuring emission intensity in energy sustainability domain.
supplychain_logistics_clinical_outcomes_14,on_time_delivery_rate,1,float,supplychain_logistics,KPI measuring on time delivery rate in supplychain logistics domain.
healthcare_pharma_customer_segments,country,0,int,healthcare_pharma,Supporting attribute representing country.
manufacturing_adv_reliability_metrics,country,0,string,manufacturing_adv,Supporting attribute representing country.
healthcare_pharma_sustainability_index_40,bed_occupancy_rate,1,int,healthcare_pharma,KPI measuring bed occupancy rate in healthcare pharma domain.
energy_sustainability_customer_segments,country,0,string,energy_sustainability,Supporting attribute representing country.
education_edtech_transactions,timestamp,0,string,education_edtech,Supporting attribute representing timestamp.
healthcare_pharma_cost_reporting,patient_satisfaction_score,1,float,healthcare_pharma,KPI measuring patient satisfaction score in healthcare pharma domain.
manufacturing_adv_clinical_outcomes,channel,0,date,manufacturing_adv,Supporting attribute representing channel.
product_analytics,daily_active_users,1,int,product,KPI measuring daily active users in product domain.
sales_marketing_fraud_monitoring,brand_awareness_score,1,int,sales_marketing,KPI measuring brand awareness score in sales marketing domain.
hr_operations,training_completion_rate,1,int,hr,KPI measuring training completion rate in hr domain.
finance_analytics_43,location,0,string,finance,Supporting attribute representing location.
sales_marketing_efficiency_dashboard_2,engagement_rate,1,int,sales_marketing,KPI measuring engagement rate in sales marketing domain.
banking_insurance_sustainability_index,timestamp,0,string,banking_insurance,Supporting attribute representing timestamp.
finance_performance,operating_leverage,1,float,finance,KPI measuring operating leverage in finance domain.
finance_reporting_41,liquidity_coverage_ratio,1,int,finance,KPI measuring liquidity coverage ratio in finance domain.
ai_datascience_policy_admin,location,0,date,ai_datascience,Supporting attribute representing location.
energy_sustainability_shipment_tracking,id,0,int,energy_sustainability,Supporting attribute representing id.
finance_historical,return_on_assets,1,int,finance,KPI measuring return on assets in finance domain.
telecom_cost_reporting,segment,0,int,telecom,Supporting attribute representing segment.
transport_automotive_fraud_monitoring,passenger_load_factor,1,int,transport_automotive,KPI measuring passenger load factor in transport automotive domain.
education_edtech_campaign_performance,segment,0,string,education_edtech,Supporting attribute representing segment.
hospitality_travel_engagement_analytics_10,average_stay_duration,1,float,hospitality_travel,KPI measuring average stay duration in hospitality travel domain.
media_entertainment_risk_analytics_43,engagement_per_content_type,1,int,media_entertainment,KPI measuring engagement per content type in media entertainment domain.
hospitality_travel_fraud_monitoring_13,location,0,string,hospitality_travel,Supporting attribute representing location.
saas_it_fraud_monitoring,feature_adoption_rate,1,float,saas_it,KPI measuring feature adoption rate in saas it domain.
sales_marketing_efficiency_dashboard_32,lead_to_deal_ratio,1,int,sales_marketing,KPI measuring lead to deal ratio in sales marketing domain.
logistics_dataset,transportation_cost_per_unit,1,int,logistics,KPI measuring transportation cost per unit in logistics domain.
agriculture_agritech_product_analytics_9,crop_yield_per_acre,1,float,agriculture_agritech,KPI measuring crop yield per acre in agriculture agritech domain.
sales_marketing_campaign_performance_16,funnel_dropoff_rate,1,int,sales_marketing,KPI measuring funnel dropoff rate in sales marketing domain.
banking_insurance_trial_registry_39,timestamp,0,string,banking_insurance,Supporting attribute representing timestamp.
finance_benchmarking_39,location,0,int,finance,Supporting attribute representing location.
agriculture_agritech_student_performance,soil_health_index,1,float,agriculture_agritech,KPI measuring soil health index in agriculture agritech domain.
logistics_dataset_35,warehouse_capacity_utilization,1,int,logistics,KPI measuring warehouse capacity utilization in logistics domain.
hr_adv_usage_telemetry,employee_engagement_score,1,float,hr_adv,KPI measuring employee engagement score in hr adv domain.
ecommerce_retail_customer_segments_42,id,0,date,ecommerce_retail,Supporting attribute representing id.
manufacturing_adv_fraud_monitoring,production_throughput,1,float,manufacturing_adv,KPI measuring production throughput in manufacturing adv domain.
cybersecurity_campaign_performance_34,category,0,int,cybersecurity,Supporting attribute representing category.
devops_monitoring_13,change_failure_rate,1,float,devops,KPI measuring change failure rate in devops domain.
